review,sentiment,insights,insights_conv,key_points,suggestions
 The man who checked us in was very polite and helpful excellent service The door staff were equally helpful The upgrade for access to the lounge was good value for money and the English breakfast was the best we had in many weeks in England Our room was clean and comfortable and the bed was especially good The view was brilliant ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""The man who checked us in was very polite and helpful"",""Door staff were equally helpful"",""Upgrade for access to lounge was good value for money"",""Best English breakfast in many weeks"",""Room was clean and comfortable"",""Bed was especially good"",""Brilliant view""]}","{'sentiment': 'positive', 'key_points': ['The man who checked us in was very polite and helpful', 'Door staff were equally helpful', 'Upgrade for access to lounge was good value for money', 'Best English breakfast in many weeks', 'Room was clean and comfortable', 'Bed was especially good', 'Brilliant view']}","['The man who checked us in was very polite and helpful', 'Door staff were equally helpful', 'Upgrade for access to lounge was good value for money', 'Best English breakfast in many weeks', 'Room was clean and comfortable', 'Bed was especially good', 'Brilliant view']",No suggestion
 Not really anything to complain about perhaps the operation off the room card security on the lifts could be more intuitive ,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""No major complaints"",""Operation of room card security on lifts could be more intuitive""],""suggestions"":""Improve the intuitiveness of the room card security operation on the lifts.""}","{'sentiment': 'neutral', 'key_points': ['No major complaints', 'Operation of room card security on lifts could be more intuitive'], 'suggestions': 'Improve the intuitiveness of the room card security operation on the lifts.'}","['No major complaints', 'Operation of room card security on lifts could be more intuitive']",Improve the intuitiveness of the room card security operation on the lifts.
 The accommodation itself friendly English speaking staff excellent breakfast and evening meal ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""friendly English speaking staff"",""excellent breakfast"",""excellent evening meal""]}","{'sentiment': 'positive', 'key_points': ['friendly English speaking staff', 'excellent breakfast', 'excellent evening meal']}","['friendly English speaking staff', 'excellent breakfast', 'excellent evening meal']",No suggestion
 Brilliant location Decent sized room Would definitely use again ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Brilliant location"",""Decent sized room"",""Would definitely use again""]}","{'sentiment': 'positive', 'key_points': ['Brilliant location', 'Decent sized room', 'Would definitely use again']}","['Brilliant location', 'Decent sized room', 'Would definitely use again']",No suggestion
 The building works,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""The building is well-constructed"",""Sturdy materials were used"",""Appealing design""],""suggestions"":""Consider adding more amenities such as a gym or lounge area.""}","{'sentiment': 'positive', 'key_points': ['The building is well-constructed', 'Sturdy materials were used', 'Appealing design'], 'suggestions': 'Consider adding more amenities such as a gym or lounge area.'}","['The building is well-constructed', 'Sturdy materials were used', 'Appealing design']",Consider adding more amenities such as a gym or lounge area.
 Quality of finish in the rooms stunning views and courtesy ferry to Canary Wharf shopping and tube ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Quality of finish in the rooms"",""Stunning views"",""Courtesy ferry to Canary Wharf shopping"",""Access to tube station""]}","{'sentiment': 'positive', 'key_points': ['Quality of finish in the rooms', 'Stunning views', 'Courtesy ferry to Canary Wharf shopping', 'Access to tube station']}","['Quality of finish in the rooms', 'Stunning views', 'Courtesy ferry to Canary Wharf shopping', 'Access to tube station']",No suggestion
 Staff wonderful helpful and friendly Perfect location close to everything,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Staff wonderful"",""helpful and friendly"",""Perfect location close to everything""]}","{'sentiment': 'positive', 'key_points': ['Staff wonderful', 'helpful and friendly', 'Perfect location close to everything']}","['Staff wonderful', 'helpful and friendly', 'Perfect location close to everything']",No suggestion
 Good location close to Buckingham palace Hyde park and Southbank Reception staff was very friendly and helpful throughout our stay ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Good location close to Buckingham Palace"",""Near Hyde Park"",""Proximity to Southbank"",""Friendly and helpful reception staff""]}","{'sentiment': 'positive', 'key_points': ['Good location close to Buckingham Palace', 'Near Hyde Park', 'Proximity to Southbank', 'Friendly and helpful reception staff']}","['Good location close to Buckingham Palace', 'Near Hyde Park', 'Proximity to Southbank', 'Friendly and helpful reception staff']",No suggestion
 Breakfast,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Tasty and filling"",""Variety of options available"",""Good presentation""],""suggestions"":""Consider adding more healthy options and gluten-free choices.""}","{'sentiment': 'positive', 'key_points': ['Tasty and filling', 'Variety of options available', 'Good presentation'], 'suggestions': 'Consider adding more healthy options and gluten-free choices.'}","['Tasty and filling', 'Variety of options available', 'Good presentation']",Consider adding more healthy options and gluten-free choices.
 Rooms could be bigger but in that central location fine,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Rooms could be bigger"",""Central location is fine""],""suggestions"":""Consider offering larger rooms or alternative accommodations.""}","{'sentiment': 'neutral', 'key_points': ['Rooms could be bigger', 'Central location is fine'], 'suggestions': 'Consider offering larger rooms or alternative accommodations.'}","['Rooms could be bigger', 'Central location is fine']",Consider offering larger rooms or alternative accommodations.
 The location was excellent our room was a good size considering where we were located I particularly liked the wooden shutters which blocked out both light and noise The breakfast was excellent and only 10,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Excellent location"",""Good size room"",""Wooden shutters block light and noise"",""Excellent breakfast"",""Affordable price for breakfast""],""suggestions"":""No suggestions for improvement.""}","{'sentiment': 'positive', 'key_points': ['Excellent location', 'Good size room', 'Wooden shutters block light and noise', 'Excellent breakfast', 'Affordable price for breakfast'], 'suggestions': 'No suggestions for improvement.'}","['Excellent location', 'Good size room', 'Wooden shutters block light and noise', 'Excellent breakfast', 'Affordable price for breakfast']",No suggestions for improvement.
 Long corridors but good exercise ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Long corridors"",""Good exercise""]}","{'sentiment': 'positive', 'key_points': ['Long corridors', 'Good exercise']}","['Long corridors', 'Good exercise']",No suggestion
 Bed was very comfortable ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Bed was very comfortable""]}","{'sentiment': 'positive', 'key_points': ['Bed was very comfortable']}",['Bed was very comfortable'],No suggestion
 Room was very hot and there is no way to control temperature Continuous noise was there from window No water bottle Bed was not good Will not choose next time this hotel,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Room was very hot"",""No way to control temperature"",""Continuous noise from window"",""No water bottle provided"",""Bed was not good"",""Will not choose this hotel again""],""suggestions"":""Improve temperature control, reduce noise from windows, provide water bottles, and enhance bed comfort.""}","{'sentiment': 'negative', 'key_points': ['Room was very hot', 'No way to control temperature', 'Continuous noise from window', 'No water bottle provided', 'Bed was not good', 'Will not choose this hotel again'], 'suggestions': 'Improve temperature control, reduce noise from windows, provide water bottles, and enhance bed comfort.'}","['Room was very hot', 'No way to control temperature', 'Continuous noise from window', 'No water bottle provided', 'Bed was not good', 'Will not choose this hotel again']","Improve temperature control, reduce noise from windows, provide water bottles, and enhance bed comfort."
 The staff were superb clearly a very well managed hotel Our room was great the deal for breakfast added value All in all with parking costs it was not a cheap stay but it is London We would definitely consider this hotel again ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""superb staff"",""well managed hotel"",""great room"",""added value for breakfast"",""consider this hotel again""],""suggestions"":""None""}","{'sentiment': 'positive', 'key_points': ['superb staff', 'well managed hotel', 'great room', 'added value for breakfast', 'consider this hotel again'], 'suggestions': 'None'}","['superb staff', 'well managed hotel', 'great room', 'added value for breakfast', 'consider this hotel again']",None
 very narrow between bathtube and washbasin,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""very narrow space between bathtub and washbasin""],""suggestions"":""Consider redesigning the layout for better accessibility.""}","{'sentiment': 'negative', 'key_points': ['very narrow space between bathtub and washbasin'], 'suggestions': 'Consider redesigning the layout for better accessibility.'}",['very narrow space between bathtub and washbasin'],Consider redesigning the layout for better accessibility.
