review,sentiment,insights,insights_conv,key_points,suggestions,clean_suggestions,tema,valor_tema,desc_tema
 Weak Wifi in bedroom though strong enough in hallway ,NEGATIVE,"{""sentiment"":""negative"",""key_points"":[""Weak Wifi in bedroom"",""Strong Wifi in hallway""]}","{'sentiment': 'negative', 'key_points': ['Weak Wifi in bedroom', 'Strong Wifi in hallway']}","['Weak Wifi in bedroom', 'Strong Wifi in hallway']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Staffs are very kind at the breakfast Lovely room ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Staffs are very kind at the breakfast"",""Lovely room""]}","{'sentiment': 'positive', 'key_points': ['Staffs are very kind at the breakfast', 'Lovely room']}","['Staffs are very kind at the breakfast', 'Lovely room']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 location GREAT staff were warm and welcoming arrival cookie delicious roof top bar great and beautiful view room had everything we needed comfortable bed clean bathroom bonus having a hair drier and ironing accessories room was comfortable and cosy,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Location was great"",""Staff were warm and welcoming"",""Arrival cookie was delicious"",""Rooftop bar had a great and beautiful view"",""Room had everything needed"",""Comfortable bed"",""Clean bathroom"",""Bonus of having a hair dryer and ironing accessories"",""Room was comfortable and cozy""]}","{'sentiment': 'positive', 'key_points': ['Location was great', 'Staff were warm and welcoming', 'Arrival cookie was delicious', 'Rooftop bar had a great and beautiful view', 'Room had everything needed', 'Comfortable bed', 'Clean bathroom', 'Bonus of having a hair dryer and ironing accessories', 'Room was comfortable and cozy']}","['Location was great', 'Staff were warm and welcoming', 'Arrival cookie was delicious', 'Rooftop bar had a great and beautiful view', 'Room had everything needed', 'Comfortable bed', 'Clean bathroom', 'Bonus of having a hair dryer and ironing accessories', 'Room was comfortable and cozy']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Rooms can be a little bit bigger,POSITIVE,"{""sentiment"":""neutral"",""key_points"":[""Rooms can be a little bit bigger""],""suggestions"":""Consider offering larger room options or renovating existing rooms for more space.""}","{'sentiment': 'neutral', 'key_points': ['Rooms can be a little bit bigger'], 'suggestions': 'Consider offering larger room options or renovating existing rooms for more space.'}",['Rooms can be a little bit bigger'],Consider offering larger room options or renovating existing rooms for more space.,Consider offering larger room options renovating existing rooms space.,1,0.12105412732307638,Cuartos con más capacidad de hospedaje
 High tech Modern Perfect location Excellent service at every level Excellent well maintained facilities lots unexpected plesent surprises Many thanks ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""High tech"",""Modern"",""Perfect location"",""Excellent service"",""Well maintained facilities"",""Unexpected pleasant surprises""],""suggestions"":""Continue to maintain high standards and introduce more pleasant surprises for guests.""}","{'sentiment': 'positive', 'key_points': ['High tech', 'Modern', 'Perfect location', 'Excellent service', 'Well maintained facilities', 'Unexpected pleasant surprises'], 'suggestions': 'Continue to maintain high standards and introduce more pleasant surprises for guests.'}","['High tech', 'Modern', 'Perfect location', 'Excellent service', 'Well maintained facilities', 'Unexpected pleasant surprises']",Continue to maintain high standards and introduce more pleasant surprises for guests.,Continue maintain high standards introduce pleasant surprises guests.,5,0.047424222781646284,Mejorar la calidad de atención del personal
 Great location for theatre and sightseeing ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Great location for theatre"",""Excellent for sightseeing""]}","{'sentiment': 'positive', 'key_points': ['Great location for theatre', 'Excellent for sightseeing']}","['Great location for theatre', 'Excellent for sightseeing']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The man who checked us in was very polite and helpful excellent service The door staff were equally helpful The upgrade for access to the lounge was good value for money and the English breakfast was the best we had in many weeks in England Our room was clean and comfortable and the bed was especially good The view was brilliant ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""The man who checked us in was very polite and helpful"",""Door staff were equally helpful"",""Upgrade for access to lounge was good value for money"",""Best English breakfast in many weeks"",""Room was clean and comfortable"",""Bed was especially good"",""Brilliant view""]}","{'sentiment': 'positive', 'key_points': ['The man who checked us in was very polite and helpful', 'Door staff were equally helpful', 'Upgrade for access to lounge was good value for money', 'Best English breakfast in many weeks', 'Room was clean and comfortable', 'Bed was especially good', 'Brilliant view']}","['The man who checked us in was very polite and helpful', 'Door staff were equally helpful', 'Upgrade for access to lounge was good value for money', 'Best English breakfast in many weeks', 'Room was clean and comfortable', 'Bed was especially good', 'Brilliant view']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Not really anything to complain about perhaps the operation off the room card security on the lifts could be more intuitive ,NEGATIVE,"{""sentiment"":""neutral"",""key_points"":[""No major complaints"",""Operation of room card security on lifts could be more intuitive""],""suggestions"":""Improve the intuitiveness of the room card security operation on the lifts.""}","{'sentiment': 'neutral', 'key_points': ['No major complaints', 'Operation of room card security on lifts could be more intuitive'], 'suggestions': 'Improve the intuitiveness of the room card security operation on the lifts.'}","['No major complaints', 'Operation of room card security on lifts could be more intuitive']",Improve the intuitiveness of the room card security operation on the lifts.,Improve intuitiveness room card security operation lifts.,2,0.09274650752057886,Mejorar calidad del aire acondicionado y limpieza de los cuartos
 The accommodation itself friendly English speaking staff excellent breakfast and evening meal ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""friendly English speaking staff"",""excellent breakfast"",""excellent evening meal""]}","{'sentiment': 'positive', 'key_points': ['friendly English speaking staff', 'excellent breakfast', 'excellent evening meal']}","['friendly English speaking staff', 'excellent breakfast', 'excellent evening meal']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Brilliant location Decent sized room Would definitely use again ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Brilliant location"",""Decent sized room"",""Would definitely use again""]}","{'sentiment': 'positive', 'key_points': ['Brilliant location', 'Decent sized room', 'Would definitely use again']}","['Brilliant location', 'Decent sized room', 'Would definitely use again']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 The building works,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""The building is well-constructed"",""Sturdy materials were used"",""Appealing design""],""suggestions"":""Consider adding more amenities such as a gym or lounge area.""}","{'sentiment': 'positive', 'key_points': ['The building is well-constructed', 'Sturdy materials were used', 'Appealing design'], 'suggestions': 'Consider adding more amenities such as a gym or lounge area.'}","['The building is well-constructed', 'Sturdy materials were used', 'Appealing design']",Consider adding more amenities such as a gym or lounge area.,Consider adding amenities gym lounge area.,-1,0.17219757030620053,-1
 Quality of finish in the rooms stunning views and courtesy ferry to Canary Wharf shopping and tube ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Quality of finish in the rooms"",""Stunning views"",""Courtesy ferry to Canary Wharf shopping"",""Access to tube station""]}","{'sentiment': 'positive', 'key_points': ['Quality of finish in the rooms', 'Stunning views', 'Courtesy ferry to Canary Wharf shopping', 'Access to tube station']}","['Quality of finish in the rooms', 'Stunning views', 'Courtesy ferry to Canary Wharf shopping', 'Access to tube station']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Staff wonderful helpful and friendly Perfect location close to everything,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Staff wonderful"",""helpful and friendly"",""Perfect location close to everything""]}","{'sentiment': 'positive', 'key_points': ['Staff wonderful', 'helpful and friendly', 'Perfect location close to everything']}","['Staff wonderful', 'helpful and friendly', 'Perfect location close to everything']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Good location close to Buckingham palace Hyde park and Southbank Reception staff was very friendly and helpful throughout our stay ,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Good location close to Buckingham Palace"",""Near Hyde Park"",""Proximity to Southbank"",""Friendly and helpful reception staff""]}","{'sentiment': 'positive', 'key_points': ['Good location close to Buckingham Palace', 'Near Hyde Park', 'Proximity to Southbank', 'Friendly and helpful reception staff']}","['Good location close to Buckingham Palace', 'Near Hyde Park', 'Proximity to Southbank', 'Friendly and helpful reception staff']",No suggestion,No suggestion,-1,0.13495818573065688,-1
 Breakfast,POSITIVE,"{""sentiment"":""positive"",""key_points"":[""Tasty and filling"",""Variety of options available"",""Good presentation""],""suggestions"":""Consider adding more healthy options and gluten-free choices.""}","{'sentiment': 'positive', 'key_points': ['Tasty and filling', 'Variety of options available', 'Good presentation'], 'suggestions': 'Consider adding more healthy options and gluten-free choices.'}","['Tasty and filling', 'Variety of options available', 'Good presentation']",Consider adding more healthy options and gluten-free choices.,Consider adding healthy options gluten-free choices.,-1,0.12804585682130398,-1
